,business_supplier,contacts_url,gold_status,gold_years,main_products,supplier_url
108,"Dongguan Golden Eagle Coil Co., Ltd.",https://goldeneagle.en.alibaba.com/contactinfo.html,Gold Supplier,12,"wireless charger coil, rf coil, induction coil, transformer, Hearing Aid Coil",https://goldeneagle.en.alibaba.com/company_profile.html#top-nav-bar
109,"Xuyi Ou Ge Electronic Co., Ltd.",https://zsouge.en.alibaba.com/contactinfo.html,Gold Supplier,9,"Ferrite Core, Transformer, Bobbin",https://zsouge.en.alibaba.com/company_profile.html#top-nav-bar
110,"Chengdu Dezhiheng Electronic Technology Co., Ltd.",https://cddzh.en.alibaba.com/contactinfo.html,Gold Supplier,3,"power transformer, high frequency transformer, EI transformer, toroidal transformer, voltage transformer",https://cddzh.en.alibaba.com/company_profile.html#top-nav-bar
111,"Shenzhen LaiMan'er Technology Co., Ltd.",https://lme.en.alibaba.com/contactinfo.html,Gold Supplier,1,"transformer, Inductor, power supply, Electronic component, Magnetic component",https://lme.en.alibaba.com/company_profile.html#top-nav-bar
112,"Shenzhen Mingyuda Electronic Co., Ltd.",https://mingyudacn.en.alibaba.com/contactinfo.html,Gold Supplier,4,"Transformer, Inductor",https://mingyudacn.en.alibaba.com/company_profile.html#top-nav-bar
113,"Shenzhen Zvepower Technology Co., Ltd.",https://zvepower.en.alibaba.com/contactinfo.html,Gold Supplier,4,"Electronic Components, Cables and Connectors, Modules, Digital Voltmeter, Sensors",https://zvepower.en.alibaba.com/company_profile.html#top-nav-bar
114,"Shenzhen Sunkun Technology Co., Ltd.",https://hkxx.en.alibaba.com/contactinfo.html,Gold Supplier,10,"UV Machine, LED UV Curing System, UV Lamp, LED UV Nail Lamp, IR Machine",https://hkxx.en.alibaba.com/company_profile.html#top-nav-bar
115,"Dernfu Electronic (Dongguan) Co., Ltd.",https://dernfu.en.alibaba.com/contactinfo.html,Gold Supplier,12,"Toroidal Transformer, High Voltage Transformer, Voltage regulator, Solenoid, Motor",https://dernfu.en.alibaba.com/company_profile.html#top-nav-bar
116,"Jiangyin Suokang Electricity Co., Ltd.",https://jysuokang.en.alibaba.com/contactinfo.html,Gold Supplier,11,"Transformer Core, Ballast Core, Silicon Steel Coil",https://jysuokang.en.alibaba.com/company_profile.html#top-nav-bar
117,"Zhuozhou Best Technology Development Co., Ltd.",https://uvbest.en.alibaba.com/contactinfo.html,Gold Supplier,2,"UV lamp, UV accessories, UV curing system, infrared lamps, UV LED curing system",https://uvbest.en.alibaba.com/company_profile.html#top-nav-bar
118,"Shenzhen Xinhemu Tech Co., Ltd.",https://harvesttech.en.alibaba.com/contactinfo.html,Gold Supplier,6,"Grow Tent, Grow lighting reflector, electronic Ballast, grow ballast, hydroponics",https://harvesttech.en.alibaba.com/company_profile.html#top-nav-bar
119,"Hefei Feilon Electronics Co., Limited",https://feilon.en.alibaba.com/contactinfo.html,Gold Supplier,5,"Terminal Block, Cord Switch, UV Products, Electronic ballast, Electronic products",https://feilon.en.alibaba.com/company_profile.html#top-nav-bar
120,"Foshan Sincere Electrical Appliance Co., Ltd.",https://scrlt.en.alibaba.com/contactinfo.html,Supplier,12,"Ceiling Light, Outdoor Light, T8 Batten, Downlight, Louver Light (All Export Only)",https://scrlt.en.alibaba.com/company_profile.html#top-nav-bar
121,"Shanghai Sylstar Technology Co., Ltd.",https://sylstar.en.alibaba.com/contactinfo.html,Supplier,1,"LED Lighting (LED Street Lights, LED Bulbs, LED Flood Lights, LED Ceiling Lights)",https://sylstar.en.alibaba.com/company_profile.html#top-nav-bar
122,"Ningbo Shengyuan Electric Co., Ltd.",https://aguatop1.en.alibaba.com/contactinfo.html,Gold Supplier,2,"Stainless Steel UV Water Sterilizer, Stainless Steel Water Filter, Stainless Steel UF Water Filter",https://aguatop1.en.alibaba.com/company_profile.html#top-nav-bar
123,"Jiangsu Huawang Science&Technology Co., Ltd.",https://jshw.en.alibaba.com/contactinfo.html,Gold Supplier,12,"Enameled Copper Clad Aluminum Wire, Copper Clad Aluminum Wire, Copper Clad Al-Mg Wire, Al-Mg Alloy Wire, Tinned CCA",https://jshw.en.alibaba.com/company_profile.html#top-nav-bar
124,"Jiangyin Ao Silang Cable Co., Ltd.",https://jyasl.en.alibaba.com/contactinfo.html,Gold Supplier,5,"Silicone rubber wire, FEP wire, Silicone rubber tube, Auto wire, Engineer leading wire",https://jyasl.en.alibaba.com/company_profile.html#top-nav-bar
125,"Suzhou Wujiang Xinyu Electrical Material Co., Ltd.",https://wjxinyu.en.alibaba.com/contactinfo.html,Gold Supplier,10,"Winding Wire, Magnet Wire, Enameled Aluminum Wire, Enamelled Copper Wire, Enameled Copper Clad Aluminum Wire",https://wjxinyu.en.alibaba.com/company_profile.html#top-nav-bar
126,Suzhou Zhongxin Electric Material Factory,https://wjzhongxin.en.alibaba.com/contactinfo.html,Gold Supplier,9,"Enameled Aluminum wire, Copper Clad Aluminum winding wire, EAL magnetic wire, ECCA magnetic wire",https://wjzhongxin.en.alibaba.com/company_profile.html#top-nav-bar
127,"Foshan Baoyuan Electrical Material Co., Ltd.",https://baoyuan168.en.alibaba.com/contactinfo.html,Gold Supplier,11,"Enamelled Aluminum Wire, Enamelled Copper And Aluminum Wire, Copper Coated Aluminum Wire, Copper Coated Aluminum &amp; Magnesium Wire",https://baoyuan168.en.alibaba.com/company_profile.html#top-nav-bar
128,Zhejiang Jiahui ,https://zjjhxl4.en.alibaba.com/contactinfo.html,Gold Supplier,3,"Speaker Cable, Telephone Cable, Audio Cable, Microphone Cable, Alarm Cable",https://zjjhxl4.en.alibaba.com/company_profile.html#top-nav-bar
129," And Cable Co., Ltd.",https://magnetwire.en.alibaba.com/contactinfo.html,Gold Supplier,10,"enameled aluminum wires, enameled wire, winding wire, magnet wire, enameled copper wire",https://magnetwire.en.alibaba.com/company_profile.html#top-nav-bar
130,"Zhengzhou LP Industry Co., Ltd.",https://wjjzdcx.en.alibaba.com/contactinfo.html,Gold Supplier,4,"Enameled Aluminum round wire, Enameled Copper clad aluminum round wire, electromagnetic wire",https://wjjzdcx.en.alibaba.com/company_profile.html#top-nav-bar
131,Wujiang Jinzheng Composite Materials Factory,https://osmuntech.en.alibaba.com/contactinfo.html,Gold Supplier,1,"PTFE, Copper strip &amp; foil, Aluminum strip &amp; foil, Comestic Bottles &amp; Package",https://osmuntech.en.alibaba.com/company_profile.html#top-nav-bar
132,"Deqing Shenhong New Material Technology Co., Ltd.",https://nbjhxl.en.alibaba.com/contactinfo.html,Supplier,5,"Wire, Cable",https://nbjhxl.en.alibaba.com/company_profile.html#top-nav-bar
133,"Guangzhou Guangdian Automotive Electronics Co., Ltd.",https://lightpoint.en.alibaba.com/contactinfo.html,Gold Supplier,9,"HID Xenon Light, Auto LED Light, car led headlight, drl turn all in one kit, Led decorative lights",https://lightpoint.en.alibaba.com/company_profile.html#top-nav-bar
134,"Guangzhou OPOO Electronic Technology Co., Ltd.",https://opoolighting.en.alibaba.com/contactinfo.html,Gold Supplier,6,"Led light bar, Led work light, Led driving light, Led headlight, Hid xenon kit",https://opoolighting.en.alibaba.com/company_profile.html#top-nav-bar
135,"Yiwu Power Tiger Auto Accessory Co., Ltd.",https://chinapt.en.alibaba.com/contactinfo.html,Gold Supplier,9,"car halogen bulbs car led bubls, car covers organizers, car decoration products, car charger electronic, car emergency triangle",https://chinapt.en.alibaba.com/company_profile.html#top-nav-bar
136,"Qingdao Lima Lights Technology Co., Ltd.",https://qdlima.en.alibaba.com/contactinfo.html,Gold Supplier,11,"Halogen Bulbs, LED Bulbs, HID Bulbs, Fuse, Miniature Bulbs",https://qdlima.en.alibaba.com/company_profile.html#top-nav-bar
137,"LANSEKO (Guangzhou) Electronic Technology Co., Limited",https://ulightcn.en.alibaba.com/contactinfo.html,Gold Supplier,5,"LED Headlight Conversion kit, Auto hid xenon kits, LED work lights, LED Warning Light, High power led lights",https://ulightcn.en.alibaba.com/company_profile.html#top-nav-bar
138,"Guangzhou Ousipu Automotive Accessories Co., Ltd.",https://ousipu.en.alibaba.com/contactinfo.html,Gold Supplier,7,"Car LED Headlight, Motocycle LED Headlight, LED Signal Bulbs, HID Xenon Kit, Jump Starter",https://ousipu.en.alibaba.com/company_profile.html#top-nav-bar
139,"Guangzhou Bestop Electronic Co., Ltd.",https://gzbestop.en.alibaba.com/contactinfo.html,Gold Supplier,7,"car led headlight, led headlight kit, hid xenon kit, hid ballast, sequential mirror light",https://gzbestop.en.alibaba.com/company_profile.html#top-nav-bar
140,"Guangzhou North & South Lighting Technology Co., Ltd.",https://nssclighting.en.alibaba.com/contactinfo.html,Gold Supplier,7,"LED Headlight, LED Light Bar, HID Ballast, HID Bulb, LED DRL",https://nssclighting.en.alibaba.com/company_profile.html#top-nav-bar
141,"Shenzhen Chengming Technologies Co., Ltd.",https://szautodragons.en.alibaba.com/contactinfo.html,Supplier,9,"Car Lighting, Car Safe Products",https://szautodragons.en.alibaba.com/company_profile.html#top-nav-bar
142,"Guangzhou Merican Optoelectronic Technology Co., Ltd",https://cn-ss.en.alibaba.com/contactinfo.html,Gold Supplier,5,"Solarium Tanning Bed, PDT Collagen Red Light Therapy Beauty Machine, LED Light Therapy Machine, UV Therapy Machine",https://cn-ss.en.alibaba.com/company_profile.html#top-nav-bar
143,"Foshan Shunde Aozhong Lighting Co., Ltd.",https://sd-gaoneng.en.alibaba.com/contactinfo.html,Gold Supplier,12,"Magnetic ballast, Fluorescent lamp, Ceiling lamp, Electronic ballast, Lamp holder",https://sd-gaoneng.en.alibaba.com/company_profile.html#top-nav-bar
144,"Jiangmen Ogjg Lighting And Electronic Co., Ltd.",https://jmogl.en.alibaba.com/contactinfo.html,Supplier,11,LED Linear Light Fixture,https://jmogl.en.alibaba.com/company_profile.html#top-nav-bar
145,"Guangzhou Milan Electronics Co., Ltd.",https://mlauto.en.alibaba.com/contactinfo.html,Gold Supplier,8,"HID headlight, LED headlight, Auto Lights, Auto Parts, Xenon Ballast",https://mlauto.en.alibaba.com/company_profile.html#top-nav-bar
146,"Universelite Co., Ltd.",https://universelite.en.alibaba.com/contactinfo.html,Gold Supplier,16,"LED lamps, Induction Lamp, HID Grow Light",https://universelite.en.alibaba.com/company_profile.html#top-nav-bar
147,"Changzhou Peide Water Treatment Equipment Co., Ltd.",https://jsczpeide.en.alibaba.com/contactinfo.html,Gold Supplier,10,"UV Sterilizer, Electronic Water Descaler, Water Filter, Chemical Dosing System, Condenser Tube Cleaning System",https://jsczpeide.en.alibaba.com/company_profile.html#top-nav-bar
148,"Nanjing Yizhijin Garment Accessory Co., Ltd.",https://labels.en.alibaba.com/contactinfo.html,Gold Supplier,7,"Military Uniform Accessories, Shoulder Epaulettes, Military Patches and Badges, Peaked Cap, Police Cap",https://labels.en.alibaba.com/company_profile.html#top-nav-bar
149,"Wuhan Jarmoo Flag Co., Ltd.",https://jarmoo-flag.en.alibaba.com/contactinfo.html,Supplier,6,"Tent, Display, Flag And Banner, Apparel And Accessories, Sun Umbrella",https://jarmoo-flag.en.alibaba.com/company_profile.html#top-nav-bar
150,"Hengxing Caps And Garments Co., Ltd.",https://cncaps.en.alibaba.com/contactinfo.html,Supplier,7,"Beanies, Baseball Cap, Snapback Cap, 5 Panel Cap, Clothing",https://cncaps.en.alibaba.com/company_profile.html#top-nav-bar
151,Yangxi Xiangli Caps & Bags Factory,https://chinacap168.en.alibaba.com/contactinfo.html,Gold Supplier,9,"Caps, sport cap, Clothing, hat, Visor Hat",https://chinacap168.en.alibaba.com/company_profile.html#top-nav-bar
152,"Baoding Qianzun Import And Export Co., Ltd.",https://qianzun88.en.alibaba.com/contactinfo.html,Gold Supplier,8,"Caps, Garments, Bags",https://qianzun88.en.alibaba.com/company_profile.html#top-nav-bar
153,"Hangzhou Yipai Import & Export Trade Co., Ltd.",https://yipaiartist.en.alibaba.com/contactinfo.html,Gold Supplier,1,"Socks, Tights, Leggings, Gloves, scarfs",https://yipaiartist.en.alibaba.com/company_profile.html#top-nav-bar
154,TRADEPOINT ENTERPRISE SDN. BHD.,https://my1322489615lmyc.trustpass.alibaba.com/contactinfo.html,Gold Supplier,1,"Lighter, ., ., ., .",https://my1322489615lmyc.trustpass.alibaba.com/company_profile.html#top-nav-bar
155,"Dongguan Yangyang Sporting Goods Co., Limited",https://yangyangsports.en.alibaba.com/contactinfo.html,Gold Supplier,4,"Cycling jerseys, T-shirt, Basketball jersey, sports caps, dgital printing",https://yangyangsports.en.alibaba.com/company_profile.html#top-nav-bar
156,"Hangzhou SJ Import & Export Co., Ltd.",https://sj-sun.en.alibaba.com/contactinfo.html,Gold Supplier,2,"Sport &amp; Outdoor Product, Fitness Product, Home &amp; Kitchen, Pet Product",https://sj-sun.en.alibaba.com/company_profile.html#top-nav-bar
157,Guangzhou Caizhu Hardware Handicraft Article Factory,https://caizhu.en.alibaba.com/contactinfo.html,Gold Supplier,15,"Pet cage, coffee capsule holder, wine rack, bathroom rack, tile display rack",https://caizhu.en.alibaba.com/company_profile.html#top-nav-bar
158,"Changsha Tops Crafts Co., Ltd.",https://tops-gift.en.alibaba.com/contactinfo.html,Supplier,5,"Fridge Magnet, Button Badge, Silicone Bracelets, Mug, License Plates",https://tops-gift.en.alibaba.com/company_profile.html#top-nav-bar
159,Zhongshan Xiaolan Lianxin Gifts&Arts Factory,https://lianxingifts.en.alibaba.com/contactinfo.html,Supplier,7,"Lanyard, Wristband, Keychain",https://lianxingifts.en.alibaba.com/company_profile.html#top-nav-bar
160,"Changsha Tops Crafts Co., Ltd.",https://tops1.en.alibaba.com/contactinfo.html,Gold Supplier,2,"fridge magnet, button badge, license plate, paper notebook, souvenir silicon bracelet",https://tops1.en.alibaba.com/company_profile.html#top-nav-bar
161,"Suzhou Boce Culture Promotion Gifts Co., Ltd.",https://cinhai.en.alibaba.com/contactinfo.html,Supplier,7,"Silicone Wristband, Promotional Gifts (Phone Holder, Keychain, Luggage Tag, Coaster, Badge)",https://cinhai.en.alibaba.com/company_profile.html#top-nav-bar
162,"Yiwu Nide Gifts Co., Ltd.",https://unitedcrafts2013.en.alibaba.com/contactinfo.html,Gold Supplier,6,"wall clock, artificial fruit, slap band, plush toys, home decorative items",https://unitedcrafts2013.en.alibaba.com/company_profile.html#top-nav-bar
163,"Yiwu United Crafts Co., Ltd.",https://unitedcrafts.en.alibaba.com/contactinfo.html,Gold Supplier,9,"Promotional gifts, crafts, slap wristband, bracelets, artificial crafts",https://unitedcrafts.en.alibaba.com/company_profile.html#top-nav-bar
164,"Zhaoqing Gaoyao Ancheng Silicone And Hardware Technology Co., Ltd.",https://gyancheng.en.alibaba.com/contactinfo.html,Gold Supplier,10,"silicone bracelet, silicone wristband, silicone band, silicone keychain, silicone slap bracelet",https://gyancheng.en.alibaba.com/company_profile.html#top-nav-bar
165,"Hefei Desent International Trade Co., Ltd.",https://desent.en.alibaba.com/contactinfo.html,Supplier,4,"Silicone Products, PVC Products, Hardware Products",https://desent.en.alibaba.com/company_profile.html#top-nav-bar
166,Zhaoqing Gaoyao Ruilong Silicone Craft & Gifts Ltd.,https://gdruixin.en.alibaba.com/contactinfo.html,Gold Supplier,7,"silicone bracelets, silicone keychain, silicone slap bands, pvc keychain/bands, pvc frame",https://gdruixin.en.alibaba.com/company_profile.html#top-nav-bar
167,Quanzhou Changyi Crafts Gifts Limited,https://choyi.en.alibaba.com/contactinfo.html,Gold Supplier,11,"Mermaid item, Ball Pen, luggage tag, mirror, silicone bracelet",https://choyi.en.alibaba.com/company_profile.html#top-nav-bar
168,Zhongshan Xiaolan Lianxin Gifts & Arts Factory,https://lxgifts.en.alibaba.com/contactinfo.html,Gold Supplier,2,"Lanyard, Wristband, phone holder, PVC product",https://lxgifts.en.alibaba.com/company_profile.html#top-nav-bar
169,"Zhaoqing City Gaoyao District Jiafeng Silicone Products Co., Ltd.",https://wristbandfamily.en.alibaba.com/contactinfo.html,Gold Supplier,3,"Silicone Wristband, Silicone Keychain, PVC Keychain, PVC Patch, Embroidery patch",https://wristbandfamily.en.alibaba.com/company_profile.html#top-nav-bar
170,Shenzhen Baoan Shajing SpacePeak Silicone Products Factory,https://siliconfactory.en.alibaba.com/contactinfo.html,Gold Supplier,5,"Silicon bracelet, silicon rubber Gifts, Mobile phone covers, silicon watches, kitchenwares",https://siliconfactory.en.alibaba.com/company_profile.html#top-nav-bar
171,C&F Gifts Industrial Ltd.,https://51bestsilicone.en.alibaba.com/contactinfo.html,Gold Supplier,1,"Silicone mobile accessories, Silicone watch, Silicone ice cube mold, silicone cake mold, silicone baby bibs",https://51bestsilicone.en.alibaba.com/company_profile.html#top-nav-bar
172,"Winsun Imp. & Exp. Group Co., Ltd.",https://winsungifts.en.alibaba.com/contactinfo.html,Gold Supplier,4,"Silicone wristbands and keychain, Silicone classic popular gifts, PVC keychain and wristband, Fabric wristband, party and holiday celebrations",https://winsungifts.en.alibaba.com/company_profile.html#top-nav-bar
173,"Zhaoqing Gaoyao Changshi Metal Crafts Co., Ltd.",https://changshilipin.en.alibaba.com/contactinfo.html,Gold Supplier,4,"wrist band, PVC key chains, badges, fridge magnets, slap ruler",https://changshilipin.en.alibaba.com/company_profile.html#top-nav-bar
174,"Hefei Gu De Garments Co., Ltd.",https://gudegift.en.alibaba.com/contactinfo.html,Gold Supplier,1,"cloth, Fabric bag, gift",https://gudegift.en.alibaba.com/company_profile.html#top-nav-bar
175,"Neworiental Gift Co., Ltd.",https://neworientalgift.en.alibaba.com/contactinfo.html,Gold Supplier,11,"silicone wristband, silicone bracelet, watch, dog tag, key chain",https://neworientalgift.en.alibaba.com/company_profile.html#top-nav-bar
176,"Shenzhen Three Winner Silicone And Plastic Technology Co., Ltd.",https://tw-silicone.en.alibaba.com/contactinfo.html,Gold Supplier,9,"id wristbands Bracelet, Custom QR Code Bracelets, Silicone Watches, Pet Products, Gift Products",https://tw-silicone.en.alibaba.com/company_profile.html#top-nav-bar
177,"Shenzhen Xinyin Environment Rubber Product Co., Ltd.",https://szxinyin.en.alibaba.com/contactinfo.html,Gold Supplier,4,"No residue adhesive tap, Sticky screen cleaner, Reuable sticker, Magic hook, silicone promotional gift",https://szxinyin.en.alibaba.com/company_profile.html#top-nav-bar
